Country,Fiscal Year,Fiscal Week,Global DGV NS Visits,year,week_number,date
United States,2022-FY,2022-W50,1110206,2022,50,2022-12-12
United States,2022-FY,2022-W51,1098848,2022,51,2022-12-19
United States,2022-FY,2022-W52,1149561,2022,52,2022-12-26
United States,2023-FY,2023-W01,1162957,2023,1,2023-01-02
United States,2023-FY,2023-W02,1235789,2023,2,2023-01-09
United States,2023-FY,2023-W03,1268797,2023,3,2023-01-16
United States,2023-FY,2023-W04,1253823,2023,4,2023-01-23
United States,2023-FY,2023-W05,1130369,2023,5,2023-01-30
United States,2023-FY,2023-W06,1179620,2023,6,2023-02-06
United States,2023-FY,2023-W07,1141691,2023,7,2023-02-13
United States,2023-FY,2023-W08,1141002,2023,8,2023-02-20
United States,2023-FY,2023-W09,1108899,2023,9,2023-02-27
United States,2023-FY,2023-W10,1022025,2023,10,2023-03-06
United States,2023-FY,2023-W11,940327,2023,11,2023-03-13
United States,2023-FY,2023-W12,964878,2023,12,2023-03-20
United States,2023-FY,2023-W13,976721,2023,13,2023-03-27
United States,2023-FY,2023-W14,977757,2023,14,2023-04-03
United States,2023-FY,2023-W15,970337,2023,15,2023-04-10
United States,2023-FY,2023-W16,950637,2023,16,2023-04-17
United States,2023-FY,2023-W17,950937,2023,17,2023-04-24
United States,2023-FY,2023-W18,917196,2023,18,2023-05-01
United States,2023-FY,2023-W19,967321,2023,19,2023-05-08
United States,2023-FY,2023-W20,1018885,2023,20,2023-05-15
United States,2023-FY,2023-W21,1015462,2023,21,2023-05-22
United States,2023-FY,2023-W22,1032943,2023,22,2023-05-29
United States,2023-FY,2023-W23,988019,2023,23,2023-06-05
United States,2023-FY,2023-W24,1101659,2023,24,2023-06-12
United States,2023-FY,2023-W25,1089247,2023,25,2023-06-19
United States,2023-FY,2023-W26,1065045,2023,26,2023-06-26
United States,2023-FY,2023-W27,1012442,2023,27,2023-07-03
United States,2023-FY,2023-W28,1043182,2023,28,2023-07-10
United States,2023-FY,2023-W29,984358,2023,29,2023-07-17
United States,2023-FY,2023-W30,990721,2023,30,2023-07-24
United States,2023-FY,2023-W31,938894,2023,31,2023-07-31
United States,2023-FY,2023-W32,878383,2023,32,2023-08-07
United States,2023-FY,2023-W33,892153,2023,33,2023-08-14
United States,2023-FY,2023-W34,874664,2023,34,2023-08-21
United States,2023-FY,2023-W35,861178,2023,35,2023-08-28
United States,2023-FY,2023-W36,856868,2023,36,2023-09-04
United States,2023-FY,2023-W37,910336,2023,37,2023-09-11
United States,2023-FY,2023-W38,895474,2023,38,2023-09-18
United States,2023-FY,2023-W39,858200,2023,39,2023-09-25
United States,2023-FY,2023-W40,874929,2023,40,2023-10-02
United States,2023-FY,2023-W41,917386,2023,41,2023-10-09
United States,2023-FY,2023-W42,1025640,2023,42,2023-10-16
United States,2023-FY,2023-W43,1150883,2023,43,2023-10-23
United States,2023-FY,2023-W44,1239364,2023,44,2023-10-30
United States,2023-FY,2023-W45,940478,2023,45,2023-11-06
United States,2023-FY,2023-W46,936137,2023,46,2023-11-13
United States,2023-FY,2023-W47,836873,2023,47,2023-11-20
United States,2023-FY,2023-W48,744603,2023,48,2023-11-27
United States,2023-FY,2023-W49,877090,2023,49,2023-12-04
United States,2023-FY,2023-W50,996234,2023,50,2023-12-11
United States,2023-FY,2023-W51,969373,2023,51,2023-12-18
United States,2023-FY,2023-W52,956617,2023,52,2023-12-25
United States,2023-FY,2023-W53,987695,2023,53,2024-01-01
United States,2024-FY,2024-W01,1009023,2024,1,2024-01-08
United States,2024-FY,2024-W02,983276,2024,2,2024-01-15
United States,2024-FY,2024-W03,960747,2024,3,2024-01-22
United States,2024-FY,2024-W04,965306,2024,4,2024-01-29
United States,2024-FY,2024-W05,952953,2024,5,2024-02-05
United States,2024-FY,2024-W06,912396,2024,6,2024-02-12
United States,2024-FY,2024-W07,919589,2024,7,2024-02-19
United States,2024-FY,2024-W08,918360,2024,8,2024-02-26
United States,2024-FY,2024-W09,842523,2024,9,2024-03-04
United States,2024-FY,2024-W10,839295,2024,10,2024-03-11
United States,2024-FY,2024-W11,868314,2024,11,2024-03-18
United States,2024-FY,2024-W12,887070,2024,12,2024-03-25
United States,2024-FY,2024-W13,882274,2024,13,2024-04-01
United States,2024-FY,2024-W14,930914,2024,14,2024-04-08
United States,2024-FY,2024-W15,830978,2024,15,2024-04-15
United States,2024-FY,2024-W16,839954,2024,16,2024-04-22
United States,2024-FY,2024-W17,818222,2024,17,2024-04-29
United States,2024-FY,2024-W18,867142,2024,18,2024-05-06
United States,2024-FY,2024-W19,937274,2024,19,2024-05-13
United States,2024-FY,2024-W20,1040264,2024,20,2024-05-20
United States,2024-FY,2024-W21,923099,2024,21,2024-05-27
United States,2024-FY,2024-W22,864134,2024,22,2024-06-03
United States,2024-FY,2024-W23,1014805,2024,23,2024-06-10
United States,2024-FY,2024-W24,945077,2024,24,2024-06-17
United States,2024-FY,2024-W25,909239,2024,25,2024-06-24
United States,2024-FY,2024-W26,886430,2024,26,2024-07-01
United States,2024-FY,2024-W27,906359,2024,27,2024-07-08
